company,ticker,cik,accession_no,form,stage,filed,filing_date,pricing_date,priority,status,offering_value,primary_offering_shares,secondary_offering_shares,offering_size_source,offering_size_confidence,filing_price,offering_price,current_price,price_updated,location,location_source,lockup_end_date,holder_name,shares,cash_value,ipo_value,liquid_shares,liquid_value,locked_shares,locked_value,cash_realized_ipo,liquidity_status,liquidity_confidence,stanford_university_bio,holder_type,role,ownership_percent,ownership_percent_before,ownership_percent_after,shares_before_ipo,shares_sold_ipo,shares_after_ipo,stanford_source,lockup_scope,valuation_as_of,sec_url
Lyntris Inc.,LYNX,0002132582,0001193125-26-356916,424B4,Priced,2026-08-19,2026-08-12,2026-08-19,High,New,297500000.0,5714286,11285714,final 424B4 THE OFFERING primary + secondary rows,High,19-22,17.5,,,"Falls Church, VA",S-1 principal executive office,2027-02-15,Danielle Tyler,69989.0,,1224807.5,,,,,136097.5,Lock-up applies — covered quantity unresolved,"Holder class is supported, but the filing does not establish that the entire disclosed position is covered",False,Individual,,,,,77766,7777,69989,,holder-mapped,,https://www.sec.gov/Archives/edgar/data/2132582/000119312526356916/0001193125-26-356916-index.htm
Lyntris Inc.,LYNX,0002132582,0001193125-26-356916,424B4,Priced,2026-08-19,2026-08-12,2026-08-19,High,New,297500000.0,5714286,11285714,final 424B4 THE OFFERING primary + secondary rows,High,19-22,17.5,,,"Falls Church, VA",S-1 principal executive office,2027-02-15,Adham Shaaban,43631.0,,763542.5,,,,,84840.0,Lock-up applies — covered quantity unresolved,"Holder class is supported, but the filing does not establish that the entire disclosed position is covered",False,Individual,,,,,48479,4848,43631,,holder-mapped,,https://www.sec.gov/Archives/edgar/data/2132582/000119312526356916/0001193125-26-356916-index.htm
Lyntris Inc.,LYNX,0002132582,0001193125-26-356916,424B4,Priced,2026-08-19,2026-08-12,2026-08-19,High,New,297500000.0,5714286,11285714,final 424B4 THE OFFERING primary + secondary rows,High,19-22,17.5,,,"Falls Church, VA",S-1 principal executive office,2027-02-15,Other selling stockholders,980735.0,,17162862.5,,,,,1906957.5,Lock-up applies — covered quantity unresolved,"Holder class is supported, but the filing does not establish that the entire disclosed position is covered",False,Unknown,,,,,1089704,108969,980735,,holder-mapped,,https://www.sec.gov/Archives/edgar/data/2132582/000119312526356916/0001193125-26-356916-index.htm
"Alopexx, Inc.",ALPX,0001880995,0001213900-26-090319,S-1/A,Pre-pricing,2026-08-17,,,High,New,33000000,3000000,,primary offering; cover title adjacent to IPO statement,High,$10.00–$12.00,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1880995/000121390026090319/0001213900-26-090319-index.htm
"Vogenx, Inc.",VOGX,0001903784,0001185185-26-003448,424B4,Priced,2026-08-12,2026-08-10,2026-08-12,Medium,New,81250000.0,6250000.0,,cover share title,High,11-13,13.0,,,"RALEIGH, NC",SEC submissions metadata,2027-02-08,Richard Cheatham,757222.0,,9843886.0,0,,757222.0,,,Locked,High — prospectus expressly maps the full covered position; disclosed exceptions or underwriter waivers may apply,False,Individual,,5.4,10.5,5.4,,,757222,,holder-mapped,,https://www.sec.gov/Archives/edgar/data/1903784/000118518526003448/0001185185-26-003448-index.htm
"Vogenx, Inc.",VOGX,0001903784,0001185185-26-003448,424B4,Priced,2026-08-12,2026-08-10,2026-08-12,Medium,New,81250000.0,6250000.0,,cover share title,High,11-13,13.0,,,"RALEIGH, NC",SEC submissions metadata,2027-02-08,"Lypul, Ltd.",657895.0,,8552635.0,0,,657895.0,,,Locked,High — prospectus expressly maps the full covered position; disclosed exceptions or underwriter waivers may apply,False,Entity,,4.3,9.0,4.3,,,657895,,holder-mapped,,https://www.sec.gov/Archives/edgar/data/1903784/000118518526003448/0001185185-26-003448-index.htm
"Vogenx, Inc.",VOGX,0001903784,0001185185-26-003448,424B4,Priced,2026-08-12,2026-08-10,2026-08-12,Medium,New,81250000.0,6250000.0,,cover share title,High,11-13,13.0,,,"RALEIGH, NC",SEC submissions metadata,2027-02-08,Maxim Partners LLC,451873.0,,5874349.0,0,,451873.0,,,Locked,High — prospectus expressly maps the full covered position; disclosed exceptions or underwriter waivers may apply,False,Fund,,3.2,6.2,3.2,,,451873,,holder-mapped,,https://www.sec.gov/Archives/edgar/data/1903784/000118518526003448/0001185185-26-003448-index.htm
"Vogenx, Inc.",VOGX,0001903784,0001185185-26-003448,424B4,Priced,2026-08-12,2026-08-10,2026-08-12,Medium,New,81250000.0,6250000.0,,cover share title,High,11-13,13.0,,,"RALEIGH, NC",SEC submissions metadata,2027-02-08,James Green,1925555.0,,25032215.0,0,,1925555.0,,,Locked,High — prospectus expressly maps the full covered position; disclosed exceptions or underwriter waivers may apply,False,Individual,,13.7,26.5,13.7,,,1925555,,holder-mapped,,https://www.sec.gov/Archives/edgar/data/1903784/000118518526003448/0001185185-26-003448-index.htm
"Vogenx, Inc.",VOGX,0001903784,0001185185-26-003448,424B4,Priced,2026-08-12,2026-08-10,2026-08-12,Medium,New,81250000.0,6250000.0,,cover share title,High,11-13,13.0,,,"RALEIGH, NC",SEC submissions metadata,2027-02-08,William Wilkison,1925555.0,,25032215.0,0,,1925555.0,,,Locked,High — prospectus expressly maps the full covered position; disclosed exceptions or underwriter waivers may apply,False,Individual,,13.7,26.5,13.7,,,1925555,,holder-mapped,,https://www.sec.gov/Archives/edgar/data/1903784/000118518526003448/0001185185-26-003448-index.htm
"Vogenx, Inc.",VOGX,0001903784,0001185185-26-003448,424B4,Priced,2026-08-12,2026-08-10,2026-08-12,Medium,New,81250000.0,6250000.0,,cover share title,High,11-13,13.0,,,"RALEIGH, NC",SEC submissions metadata,2027-02-08,Steven Delmar,791667.0,,10291671.0,0,,791667.0,,,Locked,High — prospectus expressly maps the full covered position; disclosed exceptions or underwriter waivers may apply,True,Individual,,5.7,10.9,5.7,,,791667,Confidence 5/5 — SEC 424B4 management biography confirms a faculty or teaching role at Stanford University. Source: https://www.sec.gov/Archives/edgar/data/1903784/000118518526003448/vogenx424b4081126.htm,holder-mapped,,https://www.sec.gov/Archives/edgar/data/1903784/000118518526003448/0001185185-26-003448-index.htm
"Vogenx, Inc.",VOGX,0001903784,0001185185-26-003448,424B4,Priced,2026-08-12,2026-08-10,2026-08-12,Medium,New,81250000.0,6250000.0,,cover share title,High,11-13,13.0,,,"RALEIGH, NC",SEC submissions metadata,2027-02-08,Peter Pieraccini,23332.0,,303316.0,0,,23332.0,,,Locked,High — prospectus expressly maps the full covered position; disclosed exceptions or underwriter waivers may apply,False,Individual,,,,,,,23332,,holder-mapped,,https://www.sec.gov/Archives/edgar/data/1903784/000118518526003448/0001185185-26-003448-index.htm
"Vogenx, Inc.",VOGX,0001903784,0001185185-26-003448,424B4,Priced,2026-08-12,2026-08-10,2026-08-12,Medium,New,81250000.0,6250000.0,,cover share title,High,11-13,13.0,,,"RALEIGH, NC",SEC submissions metadata,2027-02-08,Timothy Boris,23332.0,,303316.0,0,,23332.0,,,Locked,High — prospectus expressly maps the full covered position; disclosed exceptions or underwriter waivers may apply,False,Individual,,,,,,,23332,,holder-mapped,,https://www.sec.gov/Archives/edgar/data/1903784/000118518526003448/0001185185-26-003448-index.htm
"Vogenx, Inc.",VOGX,0001903784,0001185185-26-003448,424B4,Priced,2026-08-12,2026-08-10,2026-08-12,Medium,New,81250000.0,6250000.0,,cover share title,High,11-13,13.0,,,"RALEIGH, NC",SEC submissions metadata,2027-02-08,Richard Gorman,23332.0,,303316.0,0,,23332.0,,,Locked,High — prospectus expressly maps the full covered position; disclosed exceptions or underwriter waivers may apply,False,Individual,,,,,,,23332,,holder-mapped,,https://www.sec.gov/Archives/edgar/data/1903784/000118518526003448/0001185185-26-003448-index.htm
"Latigo Biotherapeutics, Inc.",LTGO,0002056611,0001193125-26-340329,424B4,Priced,2026-08-07,2026-08-04,2026-08-07,High,New,345600000.0,19200000.0,,explicit issuer-only cover statement,High,16-18,18.0,,,"THOUSAND OAKS, CA",SEC submissions metadata,2027-02-03,Entities affiliated with Westlake BioPartners,13199669.0,,237594042.0,,,,,,Staggered lock-up — tranche quantities unresolved,"Lock-up schedule found, but the filing does not support a complete quantitative allocation",False,Entity,,20.9,29.9,20.9,13199669,,13199669,,holder-mapped,,https://www.sec.gov/Archives/edgar/data/2056611/000119312526340329/0001193125-26-340329-index.htm
"Latigo Biotherapeutics, Inc.",LTGO,0002056611,0001193125-26-340329,424B4,Priced,2026-08-07,2026-08-04,2026-08-07,High,New,345600000.0,19200000.0,,explicit issuer-only cover statement,High,16-18,18.0,,,"THOUSAND OAKS, CA",SEC submissions metadata,2027-02-03,Entities affiliated with Foresite Capital,9041328.0,,162743904.0,,,,,,Staggered lock-up — tranche quantities unresolved,"Lock-up schedule found, but the filing does not support a complete quantitative allocation",False,Entity,,14.3,20.5,14.3,9041328,,9041328,,holder-mapped,,https://www.sec.gov/Archives/edgar/data/2056611/000119312526340329/0001193125-26-340329-index.htm
"Latigo Biotherapeutics, Inc.",LTGO,0002056611,0001193125-26-340329,424B4,Priced,2026-08-07,2026-08-04,2026-08-07,High,New,345600000.0,19200000.0,,explicit issuer-only cover statement,High,16-18,18.0,,,"THOUSAND OAKS, CA",SEC submissions metadata,2027-02-03,Entities affiliated with 5AM Ventures,7325962.0,,131867316.0,,,,,,Staggered lock-up — tranche quantities unresolved,"Lock-up schedule found, but the filing does not support a complete quantitative allocation",False,Entity,,11.6,16.6,11.6,7325962,,7325962,,holder-mapped,,https://www.sec.gov/Archives/edgar/data/2056611/000119312526340329/0001193125-26-340329-index.htm
"Latigo Biotherapeutics, Inc.",LTGO,0002056611,0001193125-26-340329,424B4,Priced,2026-08-07,2026-08-04,2026-08-07,High,New,345600000.0,19200000.0,,explicit issuer-only cover statement,High,16-18,18.0,,,"THOUSAND OAKS, CA",SEC submissions metadata,2027-02-03,Entities affiliated with Blue Owl Healthcare,3146780.0,,56642040.0,,,,,,Staggered lock-up — tranche quantities unresolved,"Lock-up schedule found, but the filing does not support a complete quantitative allocation",False,Entity,,5.0,7.1,5.0,3146780,,3146780,,holder-mapped,,https://www.sec.gov/Archives/edgar/data/2056611/000119312526340329/0001193125-26-340329-index.htm
"Latigo Biotherapeutics, Inc.",LTGO,0002056611,0001193125-26-340329,424B4,Priced,2026-08-07,2026-08-04,2026-08-07,High,New,345600000.0,19200000.0,,explicit issuer-only cover statement,High,16-18,18.0,,,"THOUSAND OAKS, CA",SEC submissions metadata,2027-02-03,"Deep Track Biotechnology Master Fund, Ltd.",2496656.0,,44939808.0,,,,,,Staggered lock-up — tranche quantities unresolved,"Lock-up schedule found, but the filing does not support a complete quantitative allocation",False,Fund,,3.9,5.7,3.9,2496656,,2496656,,holder-mapped,,https://www.sec.gov/Archives/edgar/data/2056611/000119312526340329/0001193125-26-340329-index.htm
"Latigo Biotherapeutics, Inc.",LTGO,0002056611,0001193125-26-340329,424B4,Priced,2026-08-07,2026-08-04,2026-08-07,High,New,345600000.0,19200000.0,,explicit issuer-only cover statement,High,16-18,18.0,,,"THOUSAND OAKS, CA",SEC submissions metadata,2027-02-03,Nima Farzan,2902419.0,,52243542.0,,,,,,Staggered lock-up — tranche quantities unresolved,"Lock-up schedule found, but the filing does not support a complete quantitative allocation",True,Individual,,4.4,6.2,4.4,2902419,,2902419,Confidence 5/5 — SEC 424B4 management biography confirms a degree from Stanford University. Source: https://www.sec.gov/Archives/edgar/data/2056611/000119312526340329/d38775d424b4.htm,holder-mapped,,https://www.sec.gov/Archives/edgar/data/2056611/000119312526340329/0001193125-26-340329-index.htm
"Latigo Biotherapeutics, Inc.",LTGO,0002056611,0001193125-26-340329,424B4,Priced,2026-08-07,2026-08-04,2026-08-07,High,New,345600000.0,19200000.0,,explicit issuer-only cover statement,High,16-18,18.0,,,"THOUSAND OAKS, CA",SEC submissions metadata,2027-02-03,Timothy Lugo,166354.0,,2994372.0,,,,,,Staggered lock-up — tranche quantities unresolved,"Lock-up schedule found, but the filing does not support a complete quantitative allocation",False,Individual,,,,,166354,,166354,,holder-mapped,,https://www.sec.gov/Archives/edgar/data/2056611/000119312526340329/0001193125-26-340329-index.htm
"Latigo Biotherapeutics, Inc.",LTGO,0002056611,0001193125-26-340329,424B4,Priced,2026-08-07,2026-08-04,2026-08-07,High,New,345600000.0,19200000.0,,explicit issuer-only cover statement,High,16-18,18.0,,,"THOUSAND OAKS, CA",SEC submissions metadata,2027-02-03,"Neil Singla, M.D.",532795.0,,9590310.0,,,,,,Staggered lock-up — tranche quantities unresolved,"Lock-up schedule found, but the filing does not support a complete quantitative allocation",False,Individual,,,1.2,,532795,,532795,,holder-mapped,,https://www.sec.gov/Archives/edgar/data/2056611/000119312526340329/0001193125-26-340329-index.htm
"Latigo Biotherapeutics, Inc.",LTGO,0002056611,0001193125-26-340329,424B4,Priced,2026-08-07,2026-08-04,2026-08-07,High,New,345600000.0,19200000.0,,explicit issuer-only cover statement,High,16-18,18.0,,,"THOUSAND OAKS, CA",SEC submissions metadata,2027-02-03,Timothy P. Walbert,329819.0,,5936742.0,,,,,,Staggered lock-up — tranche quantities unresolved,"Lock-up schedule found, but the filing does not support a complete quantitative allocation",False,Individual,,,,,329819,,329819,,holder-mapped,,https://www.sec.gov/Archives/edgar/data/2056611/000119312526340329/0001193125-26-340329-index.htm
"Latigo Biotherapeutics, Inc.",LTGO,0002056611,0001193125-26-340329,424B4,Priced,2026-08-07,2026-08-04,2026-08-07,High,New,345600000.0,19200000.0,,explicit issuer-only cover statement,High,16-18,18.0,,,"THOUSAND OAKS, CA",SEC submissions metadata,2027-02-03,Sara Bonstein,105542.0,,1899756.0,,,,,,Staggered lock-up — tranche quantities unresolved,"Lock-up schedule found, but the filing does not support a complete quantitative allocation",False,Individual,,,,,105542,,105542,,holder-mapped,,https://www.sec.gov/Archives/edgar/data/2056611/000119312526340329/0001193125-26-340329-index.htm
"Latigo Biotherapeutics, Inc.",LTGO,0002056611,0001193125-26-340329,424B4,Priced,2026-08-07,2026-08-04,2026-08-07,High,New,345600000.0,19200000.0,,explicit issuer-only cover statement,High,16-18,18.0,,,"THOUSAND OAKS, CA",SEC submissions metadata,2027-02-03,"Beth Seidenberg, M.D.",13199669.0,,237594042.0,,,,,,Staggered lock-up — tranche quantities unresolved,"Lock-up schedule found, but the filing does not support a complete quantitative allocation",False,Individual,,20.9,29.9,20.9,13199669,,13199669,,holder-mapped,,https://www.sec.gov/Archives/edgar/data/2056611/000119312526340329/0001193125-26-340329-index.htm
"Latigo Biotherapeutics, Inc.",LTGO,0002056611,0001193125-26-340329,424B4,Priced,2026-08-07,2026-08-04,2026-08-07,High,New,345600000.0,19200000.0,,explicit issuer-only cover statement,High,16-18,18.0,,,"THOUSAND OAKS, CA",SEC submissions metadata,2027-02-03,"James B. Tananbaum, M.D.",9041328.0,,162743904.0,,,,,,Staggered lock-up — tranche quantities unresolved,"Lock-up schedule found, but the filing does not support a complete quantitative allocation",False,Individual,,14.3,20.5,14.3,9041328,,9041328,,holder-mapped,,https://www.sec.gov/Archives/edgar/data/2056611/000119312526340329/0001193125-26-340329-index.htm
"BlossomHill Therapeutics, Inc.",BLSM,0001839970,0001193125-26-340215,424B4,Priced,2026-08-07,2026-08-03,2026-08-07,Medium,New,150000000.0,9375000.0,,prospectus cover title,High,15-17,16.0,19.56,2026-08-29T06:00:14.645239+00:00,"SAN DIEGO, CA",SEC submissions metadata,2027-02-03,"J. Jean Cui, Ph.D. and Y. Peter Li, Ph.D., MBA and related affiliates",3973138.0,77714579.28,63570208.0,,,,,,Staggered lock-up — tranche quantities unresolved,"Lock-up schedule found, but the filing does not support a complete quantitative allocation",False,Unknown,,13.0,18.7,13.0,3973138,,3973138,,holder-mapped,2026-08-29,https://www.sec.gov/Archives/edgar/data/1839970/000119312526340215/0001193125-26-340215-index.htm
"BlossomHill Therapeutics, Inc.",BLSM,0001839970,0001193125-26-340215,424B4,Priced,2026-08-07,2026-08-03,2026-08-07,Medium,New,150000000.0,9375000.0,,prospectus cover title,High,15-17,16.0,19.56,2026-08-29T06:00:14.645239+00:00,"SAN DIEGO, CA",SEC submissions metadata,2027-02-03,Entities affiliated with Cormorant Asset Management LP,3301534.0,64578005.04,52824544.0,,,,,,Staggered lock-up — tranche quantities unresolved,"Lock-up schedule found, but the filing does not support a complete quantitative allocation",False,Entity,,10.8,15.5,10.8,3301534,,3301534,,holder-mapped,2026-08-29,https://www.sec.gov/Archives/edgar/data/1839970/000119312526340215/0001193125-26-340215-index.htm
"BlossomHill Therapeutics, Inc.",BLSM,0001839970,0001193125-26-340215,424B4,Priced,2026-08-07,2026-08-03,2026-08-07,Medium,New,150000000.0,9375000.0,,prospectus cover title,High,15-17,16.0,19.56,2026-08-29T06:00:14.645239+00:00,"SAN DIEGO, CA",SEC submissions metadata,2027-02-03,"OrbiMed Private Investments VIII, LP",2089279.0,40866297.239999995,33428464.0,,,,,,Staggered lock-up — tranche quantities unresolved,"Lock-up schedule found, but the filing does not support a complete quantitative allocation",False,Fund,,6.8,9.8,6.8,2089279,,2089279,,holder-mapped,2026-08-29,https://www.sec.gov/Archives/edgar/data/1839970/000119312526340215/0001193125-26-340215-index.htm
"BlossomHill Therapeutics, Inc.",BLSM,0001839970,0001193125-26-340215,424B4,Priced,2026-08-07,2026-08-03,2026-08-07,Medium,New,150000000.0,9375000.0,,prospectus cover title,High,15-17,16.0,19.56,2026-08-29T06:00:14.645239+00:00,"SAN DIEGO, CA",SEC submissions metadata,2027-02-03,"Vivo Innovation Fund II Holdings, L.P.",1493740.0,29217554.4,23899840.0,,,,,,Staggered lock-up — tranche quantities unresolved,"Lock-up schedule found, but the filing does not support a complete quantitative allocation",False,Fund,,4.9,7.0,4.9,1493740,,1493740,,holder-mapped,2026-08-29,https://www.sec.gov/Archives/edgar/data/1839970/000119312526340215/0001193125-26-340215-index.htm
"BlossomHill Therapeutics, Inc.",BLSM,0001839970,0001193125-26-340215,424B4,Priced,2026-08-07,2026-08-03,2026-08-07,Medium,New,150000000.0,9375000.0,,prospectus cover title,High,15-17,16.0,19.56,2026-08-29T06:00:14.645239+00:00,"SAN DIEGO, CA",SEC submissions metadata,2027-02-03,Janus Henderson Biotech Innovation Master Fund Limited,1134361.0,22188101.16,18149776.0,,,,,,Staggered lock-up — tranche quantities unresolved,"Lock-up schedule found, but the filing does not support a complete quantitative allocation",False,Fund,,3.7,5.3,3.7,1134361,,1134361,,holder-mapped,2026-08-29,https://www.sec.gov/Archives/edgar/data/1839970/000119312526340215/0001193125-26-340215-index.htm
"BlossomHill Therapeutics, Inc.",BLSM,0001839970,0001193125-26-340215,424B4,Priced,2026-08-07,2026-08-03,2026-08-07,Medium,New,150000000.0,9375000.0,,prospectus cover title,High,15-17,16.0,19.56,2026-08-29T06:00:14.645239+00:00,"SAN DIEGO, CA",SEC submissions metadata,2027-02-03,"J. Jean Cui, Ph.D.",3973138.0,77714579.28,63570208.0,,,,,,Staggered lock-up — tranche quantities unresolved,"Lock-up schedule found, but the filing does not support a complete quantitative allocation",False,Individual,,13.0,18.7,13.0,3973138,,3973138,,holder-mapped,2026-08-29,https://www.sec.gov/Archives/edgar/data/1839970/000119312526340215/0001193125-26-340215-index.htm
"BlossomHill Therapeutics, Inc.",BLSM,0001839970,0001193125-26-340215,424B4,Priced,2026-08-07,2026-08-03,2026-08-07,Medium,New,150000000.0,9375000.0,,prospectus cover title,High,15-17,16.0,19.56,2026-08-29T06:00:14.645239+00:00,"SAN DIEGO, CA",SEC submissions metadata,2027-02-03,"Y. Peter Li, Ph.D., MBA",3973138.0,77714579.28,63570208.0,,,,,,Staggered lock-up — tranche quantities unresolved,"Lock-up schedule found, but the filing does not support a complete quantitative allocation",False,Individual,,13.0,18.7,13.0,3973138,,3973138,,holder-mapped,2026-08-29,https://www.sec.gov/Archives/edgar/data/1839970/000119312526340215/0001193125-26-340215-index.htm
"BlossomHill Therapeutics, Inc.",BLSM,0001839970,0001193125-26-340215,424B4,Priced,2026-08-07,2026-08-03,2026-08-07,Medium,New,150000000.0,9375000.0,,prospectus cover title,High,15-17,16.0,19.56,2026-08-29T06:00:14.645239+00:00,"SAN DIEGO, CA",SEC submissions metadata,2027-02-03,"Geoff Oxnard, M.D.",75861.0,1483841.16,1213776.0,,,,,,Staggered lock-up — tranche quantities unresolved,"Lock-up schedule found, but the filing does not support a complete quantitative allocation",False,Individual,,,,,75861,,75861,,holder-mapped,2026-08-29,https://www.sec.gov/Archives/edgar/data/1839970/000119312526340215/0001193125-26-340215-index.htm
"BlossomHill Therapeutics, Inc.",BLSM,0001839970,0001193125-26-340215,424B4,Priced,2026-08-07,2026-08-03,2026-08-07,Medium,New,150000000.0,9375000.0,,prospectus cover title,High,15-17,16.0,19.56,2026-08-29T06:00:14.645239+00:00,"SAN DIEGO, CA",SEC submissions metadata,2027-02-03,"Jason Keyes, MBA",54818.0,1072240.0799999998,877088.0,,,,,,Staggered lock-up — tranche quantities unresolved,"Lock-up schedule found, but the filing does not support a complete quantitative allocation",True,Individual,,,,,54818,,54818,Confidence 5/5 — SEC 424B4 management biography confirms a degree from Stanford University. Source: https://www.sec.gov/Archives/edgar/data/1839970/000119312526340215/d98958d424b4.htm,holder-mapped,2026-08-29,https://www.sec.gov/Archives/edgar/data/1839970/000119312526340215/0001193125-26-340215-index.htm
"BlossomHill Therapeutics, Inc.",BLSM,0001839970,0001193125-26-340215,424B4,Priced,2026-08-07,2026-08-03,2026-08-07,Medium,New,150000000.0,9375000.0,,prospectus cover title,High,15-17,16.0,19.56,2026-08-29T06:00:14.645239+00:00,"SAN DIEGO, CA",SEC submissions metadata,2027-02-03,"Sundeep Agrawal, M.D.",589195.0,11524654.2,9427120.0,,,,,,Staggered lock-up — tranche quantities unresolved,"Lock-up schedule found, but the filing does not support a complete quantitative allocation",False,Individual,,1.9,2.8,1.9,589195,,589195,,holder-mapped,2026-08-29,https://www.sec.gov/Archives/edgar/data/1839970/000119312526340215/0001193125-26-340215-index.htm
"BlossomHill Therapeutics, Inc.",BLSM,0001839970,0001193125-26-340215,424B4,Priced,2026-08-07,2026-08-03,2026-08-07,Medium,New,150000000.0,9375000.0,,prospectus cover title,High,15-17,16.0,19.56,2026-08-29T06:00:14.645239+00:00,"SAN DIEGO, CA",SEC submissions metadata,2027-02-03,"Bihua Chen, MBA",3301534.0,64578005.04,52824544.0,,,,,,Staggered lock-up — tranche quantities unresolved,"Lock-up schedule found, but the filing does not support a complete quantitative allocation",False,Individual,,10.8,15.5,10.8,3301534,,3301534,,holder-mapped,2026-08-29,https://www.sec.gov/Archives/edgar/data/1839970/000119312526340215/0001193125-26-340215-index.htm
"BlossomHill Therapeutics, Inc.",BLSM,0001839970,0001193125-26-340215,424B4,Priced,2026-08-07,2026-08-03,2026-08-07,Medium,New,150000000.0,9375000.0,,prospectus cover title,High,15-17,16.0,19.56,2026-08-29T06:00:14.645239+00:00,"SAN DIEGO, CA",SEC submissions metadata,2027-02-03,"Carl L. Gordon, Ph.D., CFA",2089279.0,40866297.239999995,33428464.0,,,,,,Staggered lock-up — tranche quantities unresolved,"Lock-up schedule found, but the filing does not support a complete quantitative allocation",False,Individual,,6.8,9.8,6.8,2089279,,2089279,,holder-mapped,2026-08-29,https://www.sec.gov/Archives/edgar/data/1839970/000119312526340215/0001193125-26-340215-index.htm
